<title>/VB --> VB/VB
young/JJ --> young/JJ
prince/NN --> prince/NN
listened/VBD --> listen/VBD
to/TO --> to/TO
his/PRP$ --> he/PRP$
mother/NN --> mother/NN
,/, --> ,/,
and/CC --> and/CC
obeyed/VBD --> obey/VBD
her/PRP$ --> she/PRP$
for/IN --> for/IN
some/DT --> some/DT
time/NN --> time/NN
;/: --> ;/:
but/CC --> but/CC
one/CD --> one/CD
day/NN --> day/NN
,/, --> ,/,
when/WRB --> when/WRB
he/PRP --> he/PRP
was/VBD --> be/VBD
hunting/NN --> hunting/NN
on/IN --> on/IN
the/DT --> the/DT
three/CD --> three/CD
sides/NNS --> side/NNS
where/WRB --> where/WRB
he/PRP --> he/PRP
was/VBD --> be/VBD
allowed/VBN --> allow/VBN
to/TO --> to/TO
go/VB --> go/VB
,/, --> ,/,
he/PRP --> he/PRP
remembered/VBD --> remember/VBD
what/WP --> what/WP
she/PRP --> she/PRP
had/VBD --> have/VBD
said/VBN --> say/VBN
to/TO --> to/TO
him/PRP --> he/PRP
about/IN --> about/IN
the/DT --> the/DT
fourth/JJ --> fourth/JJ
side/NN --> side/NN
,/, --> ,/,
and/CC --> and/CC
he/PRP --> he/PRP
determined/VBD --> determine/VBD
to/TO --> to/TO
go/VB --> go/VB
and/CC --> and/CC
see/VB --> see/VB
why/WRB --> why/WRB
she/PRP --> she/PRP
had/VBD --> have/VBD
forbidden/VBN --> forbid/VBN
him/PRP --> he/PRP
to/TO --> to/TO
hunt/NN --> hunt/NN
on/IN --> on/IN
that/DT --> that/DT
side/NN --> side/NN
./. --> ./.
When/WRB --> when/WRB
he/PRP --> he/PRP
got/VBD --> get/VBD
there/RB --> there/RB
,/, --> ,/,
he/PRP --> he/PRP
found/VBD --> find/VBD
himself/PRP --> himself/PRP
in/IN --> in/IN
a/DT --> a/DT
jungle/NN --> jungle/NN
,/, --> ,/,
and/CC --> and/CC
nothing/NN --> nothing/NN
in/IN --> in/IN
the/DT --> the/DT
jungle/NN --> jungle/NN
but/CC --> but/CC
a/DT --> a/DT
quantity/NN --> quantity/NN
of/IN --> of/IN
parrots/NNS --> parrot/NNS
,/, --> ,/,
who/WP --> who/WP
lived/VBD --> live/VBD
in/IN --> in/IN
it/PRP --> it/PRP
./. --> ./.
The/DT --> the/DT
young/JJ --> young/JJ
Raja/NNP --> Raja/NNP
shot/NN --> shot/NN
at/IN --> at/IN
some/DT --> some/DT
of/IN --> of/IN
them/PRP --> they/PRP
,/, --> ,/,
and/CC --> and/CC
at/IN --> at/IN
once/RB --> once/RB
they/PRP --> they/PRP
all/DT --> all/DT
flew/VBD --> fly/VBD
away/RB --> away/RB
up/RB --> up/RB
to/TO --> to/TO
the/DT --> the/DT
sky/NN --> sky/NN
./. --> ./.
All/DT --> all/DT
,/, --> ,/,
that/DT --> that/DT
is/VBZ --> be/VBZ
,/, --> ,/,
but/CC --> but/CC
one/CD --> one/CD
,/, --> ,/,
and/CC --> and/CC
this/DT --> this/DT
was/VBD --> be/VBD
their/PRP$ --> they/PRP$
Raja/NNP --> Raja/NNP
,/, --> ,/,
who/WP --> who/WP
was/VBD --> be/VBD
called/VBN --> call/VBN
Hiraman/NNP --> Hiraman/NNP
parrot/NN --> parrot/NN
./. --> ./.
When/WRB --> when/WRB
Hiraman/NNP --> Hiraman/NNP
parrot/NN --> parrot/NN
found/VBD --> find/VBD
himself/PRP --> himself/PRP
left/VBD --> leave/VBD
alone/RB --> alone/RB
,/, --> ,/,
he/PRP --> he/PRP
called/VBD --> call/VBD
out/RP --> out/RP
to/TO --> to/TO
the/DT --> the/DT
other/JJ --> other/JJ
parrots/NNS --> parrot/NNS
,/, --> ,/,
``/`` --> ``/``
Do/VBP --> do/VBP
n't/RB --> not/RB
fly/VB --> fly/VB
away/RB --> away/RB
and/CC --> and/CC
leave/VB --> leave/VB
me/PRP --> I/PRP
alone/RB --> alone/RB
when/WRB --> when/WRB
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
shoots/NNS --> shoot/NNS
./. --> ./.
If/IN --> if/IN
you/PRP --> you/PRP
desert/VBP --> desert/VBP
me/PRP --> I/PRP
like/IN --> like/IN
this/DT --> this/DT
,/, --> ,/,
I/PRP --> I/PRP
will/MD --> will/MD
tell/VB --> tell/VB
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
the/DT --> the/DT
parrots/NNS --> parrot/NNS
all/DT --> all/DT
flew/VBD --> fly/VBD
back/RB --> back/RB
to/TO --> to/TO
their/PRP$ --> they/PRP$
Raja/NNP --> Raja/NNP
,/, --> ,/,
chattering/VBG --> chatter/VBG
./. --> ./.
The/DT --> the/DT
prince/NN --> prince/NN
was/VBD --> be/VBD
greatly/RB --> greatly/RB
surprised/JJ --> surprised/JJ
,/, --> ,/,
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
Why/WRB --> why/WRB
,/, --> ,/,
these/DT --> these/DT
birds/NNS --> bird/NNS
can/MD --> can/MD
talk/VB --> talk/VB
!/. --> !/.
''/'' --> ''/''
Then/RB --> then/RB
he/PRP --> he/PRP
said/VBD --> say/VBD
to/TO --> to/TO
the/DT --> the/DT
parrots/NNS --> parrot/NNS
,/, --> ,/,
``/`` --> ``/``
Who/WP --> who/WP
is/VBZ --> be/VBZ
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
?/. --> ?/.
Where/WRB --> where/WRB
does/VBZ --> do/VBZ
she/PRP --> she/PRP
live/VB --> live/VB
?/. --> ?/.
''/'' --> ''/''
But/CC --> but/CC
the/DT --> the/DT
parrots/NNS --> parrot/NNS
would/MD --> would/MD
not/RB --> not/RB
tell/VB --> tell/VB
him/PRP --> he/PRP
where/WRB --> where/WRB
she/PRP --> she/PRP
lived/VBD --> live/VBD
./. --> ./.
``/`` --> ``/``
You/PRP --> you/PRP
can/MD --> can/MD
never/RB --> never/RB
get/VB --> get/VB
to/TO --> to/TO
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
's/POS --> 's/POS
country/NN --> country/NN
./. --> ./.
''/'' --> ''/''
That/DT --> that/DT
is/VBZ --> be/VBZ
all/DT --> all/DT
they/PRP --> they/PRP
would/MD --> would/MD
say/VB --> say/VB
./. --> ./.
The/DT --> the/DT
prince/NN --> prince/NN
grew/VBD --> grow/VBD
very/RB --> very/RB
sad/JJ --> sad/JJ
when/WRB --> when/WRB
they/PRP --> they/PRP
would/MD --> would/MD
not/RB --> not/RB
tell/VB --> tell/VB
him/PRP --> he/PRP
anything/NN --> anything/NN
more/RBR --> more/RBR
;/: --> ;/:
and/CC --> and/CC
he/PRP --> he/PRP
threw/VBD --> throw/VBD
his/PRP$ --> he/PRP$
gun/NN --> gun/NN
away/RB --> away/RB
,/, --> ,/,
and/CC --> and/CC
went/VBD --> go/VBD
home/NN --> home/NN
./. --> ./.
When/WRB --> when/WRB
he/PRP --> he/PRP
got/VBD --> get/VBD
home/NN --> home/NN
,/, --> ,/,
he/PRP --> he/PRP
would/MD --> would/MD
not/RB --> not/RB
speak/VB --> speak/VB
or/CC --> or/CC
eat/VB --> eat/VB
,/, --> ,/,
but/CC --> but/CC
lay/VBD --> lay/VBD
on/IN --> on/IN
his/PRP$ --> he/PRP$
bed/NN --> bed/NN
for/IN --> for/IN
four/CD --> four/CD
or/CC --> or/CC
five/CD --> five/CD
days/NNS --> day/NNS
,/, --> ,/,
and/CC --> and/CC
seemed/VBD --> seem/VBD
very/RB --> very/RB
ill./JJ --> ill./JJ
./. --> ./.
At/IN --> at/IN
last/JJ --> last/JJ
he/PRP --> he/PRP
told/VBD --> tell/VBD
his/PRP$ --> he/PRP$
father/NN --> father/NN
and/CC --> and/CC
mother/NN --> mother/NN
that/IN --> that/IN
he/PRP --> he/PRP
wanted/VBD --> want/VBD
to/TO --> to/TO
go/VB --> go/VB
and/CC --> and/CC
see/VB --> see/VB
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
./. --> ./.
``/`` --> ``/``
I/PRP --> I/PRP
must/MD --> must/MD
go/VB --> go/VB
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
;/: --> ;/:
``/`` --> ``/``
I/PRP --> I/PRP
must/MD --> must/MD
see/VB --> see/VB
what/WP --> what/WP
she/PRP --> she/PRP
is/VBZ --> be/VBZ
like/IN --> like/IN
./. --> ./.
Tell/VB --> tell/VB
me/PRP --> I/PRP
where/WRB --> where/WRB
her/PRP$ --> she/PRP$
country/NN --> country/NN
is/VBZ --> be/VBZ
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
We/PRP --> we/PRP
do/VBP --> do/VBP
not/RB --> not/RB
know/VB --> know/VB
where/WRB --> where/WRB
it/PRP --> it/PRP
is/VBZ --> be/VBZ
,/, --> ,/,
''/'' --> ''/''
answered/VBD --> answer/VBD
his/PRP$ --> he/PRP$
father/NN --> father/NN
and/CC --> and/CC
mother/NN --> mother/NN
./. --> ./.
``/`` --> ``/``
Then/RB --> then/RB
I/PRP --> I/PRP
must/MD --> must/MD
go/VB --> go/VB
and/CC --> and/CC
look/VB --> look/VB
for/IN --> for/IN
it/PRP --> it/PRP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
prince/NN --> prince/NN
./. --> ./.
``/`` --> ``/``
No/DT --> no/DT
,/, --> ,/,
no/DT --> no/DT
,/, --> ,/,
''/'' --> ''/''
they/PRP --> they/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
you/PRP --> you/PRP
must/MD --> must/MD
not/RB --> not/RB
leave/VB --> leave/VB
us/PRP --> we/PRP
./. --> ./.
You/PRP --> you/PRP
are/VBP --> be/VBP
our/PRP$ --> we/PRP$
only/JJ --> only/JJ
son/NN --> son/NN
./. --> ./.
Stay/NNP --> Stay/NNP
with/IN --> with/IN
us/PRP --> we/PRP
./. --> ./.
You/PRP --> you/PRP
will/MD --> will/MD
never/RB --> never/RB
find/VB --> find/VB
the/DT --> the/DT
Princess/NNP --> Princess/NNP
Labam/NNP --> Labam/NNP
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
I/PRP --> I/PRP
must/MD --> must/MD
try/VB --> try/VB
and/CC --> and/CC
find/VB --> find/VB
her/PRP --> she/PRP
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
prince/NN --> prince/NN
./. --> ./.
``/`` --> ``/``
Perhaps/RB --> perhaps/RB
God/NNP --> God/NNP
will/MD --> will/MD
show/VB --> show/VB
me/PRP --> I/PRP
the/DT --> the/DT
way/NN --> way/NN
./. --> ./.
If/IN --> if/IN
I/PRP --> I/PRP
live/VBP --> live/VBP
and/CC --> and/CC
I/PRP --> I/PRP
find/VBP --> find/VBP
her/PRP --> she/PRP
,/, --> ,/,
I/PRP --> I/PRP
will/MD --> will/MD
come/VB --> come/VB
back/RB --> back/RB
to/TO --> to/TO
you/PRP --> you/PRP
;/: --> ;/:
but/CC --> but/CC
perhaps/RB --> perhaps/RB
I/PRP --> I/PRP
shall/MD --> shall/MD
die/VB --> die/VB
,/, --> ,/,
and/CC --> and/CC
then/RB --> then/RB
I/PRP --> I/PRP
shall/MD --> shall/MD
never/RB --> never/RB
see/VB --> see/VB
you/PRP --> you/PRP
again/RB --> again/RB
./. --> ./.
Still/RB --> still/RB
I/PRP --> I/PRP
must/MD --> must/MD
go/VB --> go/VB
./. --> ./.
''/'' --> ''/''
So/IN --> so/IN
they/PRP --> they/PRP
had/VBD --> have/VBD
to/TO --> to/TO
let/VB --> let/VB
him/PRP --> he/PRP
go/VB --> go/VB
,/, --> ,/,
though/IN --> though/IN
they/PRP --> they/PRP
cried/VBD --> cry/VBD
very/RB --> very/RB
much/RB --> much/RB
at/IN --> at/IN
parting/NN --> parting/NN
with/IN --> with/IN
him/PRP --> he/PRP
./. --> ./.
His/PRP$ --> he/PRP$
father/NN --> father/NN
gave/VBD --> give/VBD
him/PRP --> he/PRP
fine/JJ --> fine/JJ
clothes/NNS --> clothes/NNS
to/TO --> to/TO
wear/VB --> wear/VB
,/, --> ,/,
and/CC --> and/CC
a/DT --> a/DT
fine/JJ --> fine/JJ
horse/NN --> horse/NN
./. --> ./.
And/CC --> and/CC
he/PRP --> he/PRP
took/VBD --> take/VBD
his/PRP$ --> he/PRP$
gun/NN --> gun/NN
,/, --> ,/,
and/CC --> and/CC
his/PRP$ --> he/PRP$
bow/NN --> bow/NN
and/CC --> and/CC
arrows/NNS --> arrow/NNS
,/, --> ,/,
and/CC --> and/CC
a/DT --> a/DT
great/JJ --> great/JJ
many/JJ --> many/JJ
other/JJ --> other/JJ
weapons/NNS --> weapon/NNS
,/, --> ,/,
``/`` --> ``/``
for/IN --> for/IN
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
may/MD --> may/MD
want/VB --> want/VB
them/PRP --> they/PRP
./. --> ./.
''/'' --> ''/''
His/PRP$ --> he/PRP$
father/NN --> father/NN
,/, --> ,/,
too/RB --> too/RB
,/, --> ,/,
gave/VBD --> give/VBD
him/PRP --> he/PRP
plenty/NN --> plenty/NN
of/IN --> of/IN
rupees/NNS --> rupee/NNS
./. --> ./.
Then/RB --> then/RB
he/PRP --> he/PRP
himself/PRP --> himself/PRP
got/VBD --> get/VBD
his/PRP$ --> he/PRP$
horse/NN --> horse/NN
all/DT --> all/DT
ready/JJ --> ready/JJ
for/IN --> for/IN
the/DT --> the/DT
journey/NN --> journey/NN
,/, --> ,/,
and/CC --> and/CC
he/PRP --> he/PRP
said/VBD --> say/VBD
good-bye/NN --> good-bye/NN
to/TO --> to/TO
his/PRP$ --> he/PRP$
father/NN --> father/NN
and/CC --> and/CC
mother/NN --> mother/NN
;/: --> ;/:
and/CC --> and/CC
his/PRP$ --> he/PRP$
mother/NN --> mother/NN
took/VBD --> take/VBD
her/PRP$ --> she/PRP$
handkerchief/NN --> handkerchief/NN
and/CC --> and/CC
wrapped/VBD --> wrap/VBD
some/DT --> some/DT
sweetmeats/NNS --> sweetmeat/NNS
in/IN --> in/IN
it/PRP --> it/PRP
,/, --> ,/,
and/CC --> and/CC
gave/VBD --> give/VBD
it/PRP --> it/PRP
to/TO --> to/TO
her/PRP$ --> she/PRP$
son/NN --> son/NN
./. --> ./.
``/`` --> ``/``
My/PRP$ --> my/PRP$
child/NN --> child/NN
,/, --> ,/,
''/'' --> ''/''
she/PRP --> she/PRP
said/VBD --> say/VBD
to/TO --> to/TO
him/PRP --> he/PRP
,/, --> ,/,
``/`` --> ``/``
When/WRB --> when/WRB
you/PRP --> you/PRP
are/VBP --> be/VBP
hungry/JJ --> hungry/JJ
eat/VBP --> eat/VBP
some/DT --> some/DT
of/IN --> of/IN
these/DT --> these/DT
sweetmeats/NNS --> sweetmeat/NNS
./. --> ./.
''/'' --> ''/''
He/PRP --> he/PRP
then/RB --> then/RB
set/VBD --> set/VBD
out/RP --> out/RP
on/IN --> on/IN
his/PRP$ --> he/PRP$
journey/NN --> journey/NN
,/, --> ,/,
and/CC --> and/CC
rode/VBD --> ride/VBD
on/IN --> on/IN
and/CC --> and/CC
on/IN --> on/IN
till/IN --> till/IN
he/PRP --> he/PRP
came/VBD --> come/VBD
to/TO --> to/TO
a/DT --> a/DT
jungle/NN --> jungle/NN
in/IN --> in/IN
which/WDT --> which/WDT
were/VBD --> be/VBD
a/DT --> a/DT
tank/NN --> tank/NN
and/CC --> and/CC
shady/JJ --> shady/JJ
trees/NNS --> tree/NNS
./. --> ./.
He/PRP --> he/PRP
bathed/VBD --> bath/VBD
himself/PRP --> himself/PRP
and/CC --> and/CC
his/PRP$ --> he/PRP$
horse/NN --> horse/NN
in/IN --> in/IN
the/DT --> the/DT
tank/NN --> tank/NN
,/, --> ,/,
and/CC --> and/CC
then/RB --> then/RB
sat/VBD --> sit/VBD
down/RB --> down/RB
under/IN --> under/IN
a/DT --> a/DT
tree/NN --> tree/NN
./. --> ./.
``/`` --> ``/``
Now/RB --> now/RB
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
to/TO --> to/TO
himself/PRP --> himself/PRP
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
will/MD --> will/MD
eat/VB --> eat/VB
some/DT --> some/DT
of/IN --> of/IN
the/DT --> the/DT
sweetmeats/NNS --> sweetmeat/NNS
my/PRP$ --> my/PRP$
mother/NN --> mother/NN
gave/VBD --> give/VBD
me/PRP --> I/PRP
,/, --> ,/,
and/CC --> and/CC
I/PRP --> I/PRP
will/MD --> will/MD
drink/VB --> drink/VB
some/DT --> some/DT
water/NN --> water/NN
,/, --> ,/,
and/CC --> and/CC
then/RB --> then/RB
I/PRP --> I/PRP
will/MD --> will/MD
continue/VB --> continue/VB
my/PRP$ --> my/PRP$
journey/NN --> journey/NN
./. --> ./.
''/'' --> ''/''
He/PRP --> he/PRP
opened/VBD --> open/VBD
his/PRP$ --> he/PRP$
handkerchief/NN --> handkerchief/NN
,/, --> ,/,
and/CC --> and/CC
took/VBD --> take/VBD
out/RP --> out/RP
a/DT --> a/DT
sweetmeat/NN --> sweetmeat/NN
./. --> ./.
He/PRP --> he/PRP
found/VBD --> find/VBD
an/DT --> a/DT
ant/NN --> ant/NN
in/IN --> in/IN
it/PRP --> it/PRP
./. --> ./.
He/PRP --> he/PRP
took/VBD --> take/VBD
out/RP --> out/RP
another/DT --> another/DT
./. --> ./.
There/EX --> there/EX
was/VBD --> be/VBD
an/DT --> a/DT
ant/NN --> ant/NN
in/IN --> in/IN
that/DT --> that/DT
one/CD --> one/CD
too/RB --> too/RB
./. --> ./.
So/IN --> so/IN
he/PRP --> he/PRP
laid/VBD --> lay/VBD
the/DT --> the/DT
two/CD --> two/CD
sweetmeats/NNS --> sweetmeat/NNS
on/IN --> on/IN
the/DT --> the/DT
ground/NN --> ground/NN
,/, --> ,/,
and/CC --> and/CC
he/PRP --> he/PRP
took/VBD --> take/VBD
out/RP --> out/RP
another/DT --> another/DT
,/, --> ,/,
and/CC --> and/CC
another/DT --> another/DT
,/, --> ,/,
and/CC --> and/CC
another/DT --> another/DT
,/, --> ,/,
until/IN --> until/IN
he/PRP --> he/PRP
had/VBD --> have/VBD
taken/VBN --> take/VBN
them/PRP --> they/PRP
all/DT --> all/DT
out/RP --> out/RP
;/: --> ;/:
but/CC --> but/CC
in/IN --> in/IN
each/DT --> each/DT
he/PRP --> he/PRP
found/VBD --> find/VBD
an/DT --> a/DT
ant/NN --> ant/NN
./. --> ./.
``/`` --> ``/``
Never/RB --> never/RB
mind/VB --> mind/VB
,/, --> ,/,
''/'' --> ''/''
he/PRP --> he/PRP
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
wo/MD --> will/MD
n't/RB --> not/RB
eat/VB --> eat/VB
the/DT --> the/DT
sweetmeats/NNS --> sweetmeat/NNS
;/: --> ;/:
the/DT --> the/DT
ants/NNS --> ant/NNS
shall/MD --> shall/MD
eat/VB --> eat/VB
them/PRP --> they/PRP
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
the/DT --> the/DT
Ant-Raja/NNP --> Ant-Raja/NNP
came/VBD --> come/VBD
and/CC --> and/CC
stood/VBD --> stand/VBD
before/IN --> before/IN
him/PRP --> he/PRP
and/CC --> and/CC
said/VBD --> say/VBD
,/, --> ,/,
``/`` --> ``/``
You/PRP --> you/PRP
have/VBP --> have/VBP
been/VBN --> be/VBN
good/JJ --> good/JJ
to/TO --> to/TO
us/PRP --> we/PRP
./. --> ./.
If/IN --> if/IN
ever/RB --> ever/RB
you/PRP --> you/PRP
are/VBP --> be/VBP
in/IN --> in/IN
trouble/NN --> trouble/NN
,/, --> ,/,
think/NN --> think/NN
of/IN --> of/IN
me/PRP --> I/PRP
and/CC --> and/CC
we/PRP --> we/PRP
will/MD --> will/MD
come/VB --> come/VB
to/TO --> to/TO
you/PRP --> you/PRP
./. --> ./.
''/'' --> ''/''
The/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
thanked/VBD --> thank/VBD
him/PRP --> he/PRP
,/, --> ,/,
mounted/VBD --> mount/VBD
his/PRP$ --> he/PRP$
horse/NN --> horse/NN
and/CC --> and/CC
continued/VBD --> continue/VBD
his/PRP$ --> he/PRP$
journey/NN --> journey/NN
./. --> ./.
He/PRP --> he/PRP
rode/VBD --> ride/VBD
on/IN --> on/IN
and/CC --> and/CC
on/IN --> on/IN
until/IN --> until/IN
he/PRP --> he/PRP
came/VBD --> come/VBD
to/TO --> to/TO
another/DT --> another/DT
jungle/NN --> jungle/NN
,/, --> ,/,
and/CC --> and/CC
there/EX --> there/EX
he/PRP --> he/PRP
saw/VBD --> see/VBD
a/DT --> a/DT
tiger/NN --> tiger/NN
who/WP --> who/WP
had/VBD --> have/VBD
a/DT --> a/DT
thorn/NN --> thorn/NN
in/IN --> in/IN
his/PRP$ --> he/PRP$
foot/NN --> foot/NN
,/, --> ,/,
and/CC --> and/CC
was/VBD --> be/VBD
roaring/VBG --> roar/VBG
loudly/RB --> loudly/RB
from/IN --> from/IN
the/DT --> the/DT
pain/NN --> pain/NN
./. --> ./.
``/`` --> ``/``
Why/WRB --> why/WRB
do/VBP --> do/VBP
you/PRP --> you/PRP
roar/NN --> roar/NN
like/IN --> like/IN
that/DT --> that/DT
?/. --> ?/.
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
young/JJ --> young/JJ
Raja/NNP --> Raja/NNP
./. --> ./.
``/`` --> ``/``
What/WP --> what/WP
is/VBZ --> be/VBZ
the/DT --> the/DT
matter/NN --> matter/NN
with/IN --> with/IN
you/PRP --> you/PRP
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
I/PRP --> I/PRP
have/VBP --> have/VBP
had/VBD --> have/VBD
a/DT --> a/DT
thorn/NN --> thorn/NN
in/IN --> in/IN
my/PRP$ --> my/PRP$
foot/NN --> foot/NN
for/IN --> for/IN
twelve/CD --> twelve/CD
years/NNS --> year/NNS
,/, --> ,/,
''/'' --> ''/''
answered/VBD --> answer/VBD
the/DT --> the/DT
tiger/NN --> tiger/NN
,/, --> ,/,
``/`` --> ``/``
and/CC --> and/CC
it/PRP --> it/PRP
hurts/VBZ --> hurt/VBZ
me/PRP --> I/PRP
so/RB --> so/RB
;/: --> ;/:
that/WDT --> that/WDT
is/VBZ --> be/VBZ
why/WRB --> why/WRB
I/PRP --> I/PRP
roar/NN --> roar/NN
./. --> ./.
''/'' --> ''/''
``/`` --> ``/``
Well/RB --> well/RB
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
Raja/NNP --> Raja/NNP
's/POS --> 's/POS
son/NN --> son/NN
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
will/MD --> will/MD
take/VB --> take/VB
it/PRP --> it/PRP
out/RP --> out/RP
for/IN --> for/IN
you/PRP --> you/PRP
./. --> ./.
But/CC --> but/CC
perhaps/RB --> perhaps/RB
,/, --> ,/,
as/IN --> as/IN
you/PRP --> you/PRP
are/VBP --> be/VBP
a/DT --> a/DT
tiger/NN --> tiger/NN
,/, --> ,/,
when/WRB --> when/WRB
I/PRP --> I/PRP
have/VBP --> have/VBP
made/VBN --> make/VBN
you/PRP --> you/PRP
well/RB --> well/RB
,/, --> ,/,
you/PRP --> you/PRP
will/MD --> will/MD
eat/VB --> eat/VB
me/PRP --> I/PRP
?/. --> ?/.
''/'' --> ''/''
``/`` --> ``/``
Oh/UH --> oh/UH
,/, --> ,/,
no/DT --> no/DT
,/, --> ,/,
''/'' --> ''/''
said/VBD --> say/VBD
the/DT --> the/DT
tiger/NN --> tiger/NN
,/, --> ,/,
``/`` --> ``/``
I/PRP --> I/PRP
wo/MD --> will/MD
n't/RB --> not/RB
eat/VB --> eat/VB
you/PRP --> you/PRP
./. --> ./.
Do/VBP --> do/VBP
make/VB --> make/VB
me/PRP --> I/PRP
well/RB --> well/RB
./. --> ./.
''/'' --> ''/''
Then/RB --> then/RB
the/DT --> the/DT
prince/NN --> prince/NN
took/VBD --> take/VBD
a/DT --> a/DT
little/JJ --> little/JJ
knife/NN --> knife/NN
from/IN --> from/IN
his/PRP$ --> he/PRP$
pocket/NN --> pocket/NN
,/, --> ,/,
and/CC --> and/CC
cut/VBD --> cut/VBD
the/DT --> the/DT
thorn/NN --> thorn/NN
out/IN --> out/IN
of/IN --> of/IN
the/DT --> the/DT
tiger/NN --> tiger/NN
's/POS --> 's/POS
foot/NN --> foot/NN
;/: --> ;/:
but/CC --> but/CC
when/WRB --> when/WRB
he/PRP --> he/PRP
cut/VBD --> cut/VBD
,/, --> ,/,
the/DT --> the/DT
